sale_id,sale_date,customer_id,car_make,car_model,car_year,category,color,mileage,sale_price,payment_method,dealership,salesperson,state,commission
SALE20242691,2024-10-11,CUST12691,Ford,Escape,2024,SUV,Green,47,33687.19,Finance,South Bay Autos,David Anderson,PA,824.58
SALE20241737,2024-10-12,CUST11737,Mazda,CX-5,2023,SUV,Red,32,33007.07,Finance,Eastside Dealers,Robert Wilson,CA,912.12
SALE20242922,2024-10-12,CUST12922,BMW,X5,2024,Luxury,Blue,21,71199.48,Finance,Downtown Motors,John Smith,IL,1561.29
SALE20244274,2024-10-12,CUST14274,Hyundai,Tucson,2024,SUV,Blue,17,31007.97,Finance,Eastside Dealers,Lisa Taylor,FL,781.82
SALE20243909,2024-10-12,CUST13909,Honda,CR-V,2024,SUV,Silver,5,32086.82,Cash,Eastside Dealers,Lisa Taylor,TX,1479.97
SALE20241669,2024-10-12,CUST11669,Hyundai,Tucson,2024,SUV,Silver,14,30354.22,Lease,Eastside Dealers,Mary Jackson,PA,1150.11
SALE20244643,2024-10-12,CUST14643,BMW,X5,2023,Luxury,Green,35,67958.53,Finance,Eastside Dealers,Michael Brown,NY,2912.51
SALE20241846,2024-10-12,CUST11846,Ford,Escape,2024,SUV,Gray,37,30410.01,Lease,Eastside Dealers,Robert Wilson,FL,1335.77
SALE20241371,2024-10-12,CUST11371,Toyota,Camry,2024,Sedan,Gray,13,26893.91,Cash,North Point Cars,Emily Davis,NY,941.76
SALE20240340,2024-10-12,CUST10340,Honda,Civic,2024,Sedan,Brown,26,24210.16,Finance,Westside Auto,James Thomas,FL,959.52
SALE20244898,2024-10-12,CUST14898,Chevrolet,Silverado,2024,Truck,Gray,36,39242.04,Cash,South Bay Autos,David Anderson,MI,1185.38
SALE20243027,2024-10-12,CUST13027,Mercedes,GLE,2024,Luxury,Black,46,69487.23,Lease,Eastside Dealers,David Anderson,IL,2349.16
SALE20243997,2024-10-12,CUST13997,Mercedes,C-Class,2024,Luxury,White,36,47783.25,Cash,Eastside Dealers,Jennifer Martinez,IL,1394.95
SALE20244832,2024-10-12,CUST14832,Ford,Explorer,2024,SUV,Brown,25,42843.66,Lease,Downtown Motors,Michael Brown,PA,1165.05
SALE20243133,2024-10-12,CUST13133,Nissan,Altima,2024,Sedan,Gray,22,29040.93,Finance,North Point Cars,Mary Jackson,PA,660.42
SALE20241274,2024-10-13,CUST11274,Chevrolet,Silverado,2023,Truck,Silver,50,44054.16,Finance,North Point Cars,Sarah Johnson,NY,1671.37
SALE20241866,2024-10-13,CUST11866,Chevrolet,Silverado,2024,Truck,Red,16,44177.36,Cash,Westside Auto,Sarah Johnson,NY,1415.39
SALE20243777,2024-10-13,CUST13777,Chevrolet,Equinox,2023,SUV,Gray,31,32628.87,Finance,North Point Cars,John Smith,IL,851.48
SALE20243406,2024-10-13,CUST13406,Nissan,Altima,2024,Sedan,Brown,18,28643.3,Finance,North Point Cars,Lisa Taylor,PA,1002.6
SALE20241048,2024-10-13,CUST11048,Honda,CR-V,2023,SUV,Brown,38,36640.53,Finance,North Point Cars,Sarah Johnson,MI,1060.63
SALE20243897,2024-10-13,CUST13897,BMW,X5,2024,Luxury,Red,35,71680.79,Finance,North Point Cars,James Thomas,FL,3550.13
SALE20240666,2024-10-13,CUST10666,Tesla,Model Y,2023,Electric,White,22,53789.0,Finance,Westside Auto,Michael Brown,CA,2138.66
SALE20243646,2024-10-13,CUST13646,Nissan,Rogue,2024,SUV,Blue,26,34992.87,Finance,South Bay Autos,Sarah Johnson,OH,1355.91
SALE20241524,2024-10-14,CUST11524,Toyota,Camry,2024,Sedan,Black,18,30462.48,Lease,South Bay Autos,Emily Davis,OH,1036.1
SALE20241142,2024-10-14,CUST11142,Chevrolet,Malibu,2024,Sedan,Brown,10,25312.12,Lease,South Bay Autos,Sarah Johnson,MI,594.53
SALE20242892,2024-10-14,CUST12892,Ford,Escape,2023,SUV,Black,40,33226.69,Lease,Westside Auto,Emily Davis,CA,1174.89
SALE20243463,2024-10-14,CUST13463,Hyundai,Sonata,2024,Sedan,Black,22,28504.75,Lease,Westside Auto,Sarah Johnson,NC,866.97
SALE20242251,2024-10-14,CUST12251,Honda,Accord,2023,Sedan,Green,23,31716.52,Finance,Eastside Dealers,James Thomas,NY,1359.45
SALE20240992,2024-10-14,CUST10992,Ford,Escape,2024,SUV,Black,25,32797.59,Lease,South Bay Autos,David Anderson,OH,850.92
SALE20242593,2024-10-14,CUST12593,Mercedes,C-Class,2024,Luxury,Gray,8,46281.89,Lease,South Bay Autos,Mary Jackson,MI,1469.86
SALE20240623,2024-10-14,CUST10623,Toyota,Corolla,2024,Sedan,Brown,32,21849.06,Lease,North Point Cars,Robert Wilson,FL,914.56
SALE20243683,2024-10-14,CUST13683,Ford,Escape,2024,SUV,Blue,31,31982.41,Finance,Westside Auto,Robert Wilson,PA,1468.1
SALE20241779,2024-10-14,CUST11779,Mazda,CX-5,2024,SUV,Blue,31,30463.37,Lease,Westside Auto,Michael Brown,MI,1151.3
SALE20242174,2024-10-14,CUST12174,Tesla,Model 3,2024,Electric,Gray,7,42933.9,Finance,Eastside Dealers,David Anderson,CA,1152.21
SALE20240030,2024-10-14,CUST10030,Toyota,Camry,2024,Sedan,Silver,32,27226.49,Cash,South Bay Autos,Jennifer Martinez,MI,648.63
SALE20240008,2024-10-14,CUST10008,Mercedes,GLE,2024,Luxury,Green,10,62158.0,Finance,South Bay Autos,Emily Davis,FL,2652.5
SALE20242855,2024-10-15,CUST12855,Mazda,Mazda3,2024,Sedan,Blue,5,22529.36,Lease,Downtown Motors,Michael Brown,NC,678.23
SALE20241123,2024-10-15,CUST11123,Hyundai,Sonata,2024,Sedan,Blue,21,26054.51,Finance,South Bay Autos,Mary Jackson,PA,890.11
SALE20244520,2024-10-15,CUST14520,Mazda,Mazda3,2024,Sedan,White,6,22495.52,Finance,Eastside Dealers,Sarah Johnson,FL,699.95
SALE20243952,2024-10-15,CUST13952,BMW,X5,2024,Luxury,Black,42,68824.31,Finance,Eastside Dealers,Robert Wilson,TX,3035.43
SALE20241837,2024-10-15,CUST11837,Hyundai,Tucson,2024,SUV,Red,28,29609.52,Finance,North Point Cars,Robert Wilson,PA,1451.21
SALE20242712,2024-10-15,CUST12712,Mazda,CX-5,2024,SUV,Black,9,31917.11,Finance,South Bay Autos,Lisa Taylor,GA,785.01
SALE20242104,2024-10-15,CUST12104,Honda,Civic,2023,Sedan,Green,38,24395.19,Finance,South Bay Autos,Michael Brown,GA,1098.2
SALE20241025,2024-10-15,CUST11025,Tesla,Model Y,2023,Electric,Red,40,56460.8,Cash,South Bay Autos,Emily Davis,IL,1467.17
SALE20243068,2024-10-15,CUST13068,Hyundai,Sonata,2024,Sedan,Gray,33,26195.3,Cash,South Bay Autos,Robert Wilson,NY,810.03
SALE20241437,2024-10-15,CUST11437,Ford,Explorer,2024,SUV,Black,28,41005.63,Finance,North Point Cars,John Smith,OH,1288.77
SALE20240239,2024-10-15,CUST10239,Ford,F-150,2024,Truck,Silver,23,44874.71,Cash,South Bay Autos,Lisa Taylor,NY,2016.6
SALE20244241,2024-10-16,CUST14241,Toyota,Corolla,2024,Sedan,Black,39,25298.5,Lease,South Bay Autos,Michael Brown,OH,958.71
SALE20240300,2024-10-16,CUST10300,Mercedes,C-Class,2023,Luxury,Blue,22,48687.4,Cash,Westside Auto,Mary Jackson,NY,1059.33
SALE20241941,2024-10-16,CUST11941,Nissan,Rogue,2024,SUV,Brown,32,29837.18,Finance,North Point Cars,David Anderson,FL,1432.39
SALE20241457,2024-10-16,CUST11457,Mercedes,C-Class,2023,Luxury,Silver,17,46245.98,Finance,North Point Cars,Lisa Taylor,IL,1054.21
SALE20243088,2024-10-16,CUST13088,Chevrolet,Silverado,2024,Truck,Black,14,42475.5,Finance,Eastside Dealers,Emily Davis,PA,1852.58
SALE20242163,2024-10-16,CUST12163,Ford,F-150,2023,Truck,Silver,24,41348.46,Lease,Downtown Motors,Robert Wilson,NC,1157.68
SALE20243126,2024-10-16,CUST13126,Tesla,Model 3,2024,Electric,Brown,21,44928.12,Finance,Eastside Dealers,David Anderson,NY,1727.6
SALE20244931,2024-10-16,CUST14931,Nissan,Rogue,2024,SUV,Black,21,31747.23,Lease,Downtown Motors,Jennifer Martinez,IL,639.55
SALE20240255,2024-10-16,CUST10255,Mazda,Mazda3,2023,Sedan,Brown,39,25955.97,Finance,South Bay Autos,Mary Jackson,TX,1160.19
SALE20243658,2024-10-16,CUST13658,Ford,Explorer,2024,SUV,Gray,28,39296.39,Finance,North Point Cars,John Smith,PA,1155.61
SALE20242136,2024-10-16,CUST12136,Ford,F-150,2023,Truck,Red,30,47474.17,Lease,South Bay Autos,Sarah Johnson,MI,1585.17
SALE20244358,2024-10-16,CUST14358,Honda,Civic,2024,Sedan,Green,16,23712.52,Finance,Downtown Motors,Robert Wilson,IL,724.23
SALE20242561,2024-10-16,CUST12561,Mercedes,C-Class,2024,Luxury,Brown,44,52151.47,Finance,Downtown Motors,Robert Wilson,PA,2358.01
SALE20242752,2024-10-16,CUST12752,Mazda,Mazda3,2024,Sedan,Brown,12,25660.38,Finance,Downtown Motors,Michael Brown,PA,1056.05
SALE20241118,2024-10-17,CUST11118,Ford,Explorer,2023,SUV,Brown,49,36547.89,Finance,Eastside Dealers,Jennifer Martinez,FL,1350.79
SALE20241762,2024-10-17,CUST11762,Nissan,Altima,2023,Sedan,Silver,32,29007.88,Finance,North Point Cars,John Smith,NC,1065.78
SALE20244744,2024-10-17,CUST14744,Tesla,Model 3,2023,Electric,Black,27,50943.6,Lease,Eastside Dealers,James Thomas,IL,1212.36
SALE20242735,2024-10-17,CUST12735,Tesla,Model Y,2024,Electric,Black,47,53992.95,Finance,Eastside Dealers,John Smith,NY,1097.68
SALE20242560,2024-10-17,CUST12560,Toyota,Corolla,2023,Sedan,Brown,6,24362.12,Finance,Westside Auto,David Anderson,GA,749.61
SALE20242288,2024-10-17,CUST12288,Tesla,Model 3,2023,Electric,Gray,12,44485.18,Lease,Downtown Motors,Lisa Taylor,FL,957.36
SALE20240281,2024-10-17,CUST10281,Honda,Civic,2024,Sedan,Blue,5,24564.9,Lease,Downtown Motors,Sarah Johnson,NY,523.75
SALE20241424,2024-10-17,CUST11424,BMW,3 Series,2024,Luxury,Silver,40,47586.68,Finance,Eastside Dealers,Robert Wilson,TX,2356.3
SALE20241830,2024-10-17,CUST11830,Tesla,Model Y,2023,Electric,Blue,15,52975.42,Finance,South Bay Autos,Lisa Taylor,NY,1671.92
SALE20243460,2024-10-17,CUST13460,Chevrolet,Malibu,2024,Sedan,Gray,44,24969.05,Finance,Westside Auto,Emily Davis,TX,856.19
SALE20242862,2024-10-17,CUST12862,Mazda,Mazda3,2024,Sedan,Black,29,22908.46,Lease,South Bay Autos,Mary Jackson,FL,1115.47
SALE20243757,2024-10-17,CUST13757,Honda,Accord,2023,Sedan,Brown,50,31562.53,Finance,Downtown Motors,Robert Wilson,CA,873.84
SALE20241752,2024-10-17,CUST11752,Ford,F-150,2023,Truck,White,7,48160.61,Finance,South Bay Autos,Emily Davis,FL,2142.49
SALE20242703,2024-10-17,CUST12703,Hyundai,Sonata,2024,Sedan,Blue,37,27930.47,Finance,North Point Cars,John Smith,TX,1372.08
SALE20241715,2024-10-17,CUST11715,Tesla,Model Y,2024,Electric,Black,13,53581.47,Lease,North Point Cars,Lisa Taylor,TX,2197.15
SALE20240477,2024-10-18,CUST10477,Hyundai,Sonata,2024,Sedan,Green,49,30196.77,Lease,Downtown Motors,Mary Jackson,PA,1206.58
SALE20242207,2024-10-18,CUST12207,Nissan,Altima,2024,Sedan,Gray,14,27854.18,Finance,Eastside Dealers,Mary Jackson,MI,1048.42
SALE20242012,2024-10-18,CUST12012,Honda,Civic,2024,Sedan,Blue,27,23631.04,Finance,South Bay Autos,Robert Wilson,PA,551.94
SALE20244277,2024-10-18,CUST14277,BMW,X5,2023,Luxury,Green,12,66032.85,Finance,South Bay Autos,Robert Wilson,FL,2422.36
SALE20244452,2024-10-18,CUST14452,Chevrolet,Equinox,2024,SUV,Brown,33,28660.3,Lease,Eastside Dealers,Jennifer Martinez,FL,1368.86
SALE20244205,2024-10-18,CUST14205,Honda,CR-V,2024,SUV,Green,27,34830.23,Finance,Westside Auto,John Smith,TX,805.96
SALE20240653,2024-10-18,CUST10653,Hyundai,Tucson,2023,SUV,Brown,21,30919.27,Finance,North Point Cars,Michael Brown,NC,1077.25
SALE20242117,2024-10-18,CUST12117,Mercedes,GLE,2024,Luxury,Blue,8,59072.54,Finance,Westside Auto,Robert Wilson,GA,1929.85
SALE20241506,2024-10-18,CUST11506,Mazda,CX-5,2024,SUV,White,48,33700.15,Finance,North Point Cars,Michael Brown,FL,1189.3
SALE20240808,2024-10-18,CUST10808,Honda,Accord,2024,Sedan,White,39,29832.6,Lease,Westside Auto,Michael Brown,IL,857.89
SALE20243899,2024-10-18,CUST13899,BMW,X5,2024,Luxury,Brown,8,70295.51,Lease,South Bay Autos,Jennifer Martinez,CA,2852.84
SALE20240060,2024-10-18,CUST10060,Nissan,Rogue,2024,SUV,Red,27,33592.77,Finance,Downtown Motors,Jennifer Martinez,FL,1475.9
SALE20241202,2024-10-18,CUST11202,Hyundai,Sonata,2024,Sedan,Gray,26,29978.4,Finance,Westside Auto,John Smith,OH,1055.91
SALE20243706,2024-10-18,CUST13706,Hyundai,Tucson,2024,SUV,Brown,5,29231.72,Finance,Downtown Motors,David Anderson,NY,998.49
SALE20242936,2024-10-18,CUST12936,Chevrolet,Malibu,2024,Sedan,Brown,15,29733.5,Lease,Downtown Motors,Sarah Johnson,PA,756.6
SALE20243524,2024-10-18,CUST13524,Toyota,RAV4,2024,SUV,Brown,26,33194.65,Lease,South Bay Autos,James Thomas,MI,1166.04
SALE20242676,2024-10-18,CUST12676,Tesla,Model 3,2024,Electric,White,50,51341.43,Finance,South Bay Autos,Robert Wilson,GA,1159.83
SALE20243842,2024-10-18,CUST13842,Mercedes,C-Class,2024,Luxury,Gray,25,53159.01,Finance,North Point Cars,Sarah Johnson,NY,2049.39
SALE20244682,2024-10-18,CUST14682,Honda,CR-V,2023,SUV,Red,41,31469.25,Finance,South Bay Autos,Emily Davis,OH,1564.09
SALE20241814,2024-10-18,CUST11814,Mazda,Mazda3,2024,Sedan,Brown,7,24504.63,Finance,Westside Auto,Sarah Johnson,OH,1011.18
SALE20243662,2024-10-19,CUST13662,Mercedes,C-Class,2023,Luxury,Green,15,51623.74,Cash,Westside Auto,David Anderson,NY,1798.56
SALE20242665,2024-10-19,CUST12665,Toyota,Corolla,2024,Sedan,White,29,23310.02,Lease,Downtown Motors,James Thomas,TX,598.42
SALE20244564,2024-10-19,CUST14564,Honda,CR-V,2024,SUV,Silver,13,35736.17,Lease,North Point Cars,John Smith,FL,1441.05
SALE20244741,2024-10-19,CUST14741,Tesla,Model 3,2024,Electric,Silver,37,43127.67,Finance,North Point Cars,John Smith,TX,1459.43
SALE20242257,2024-10-19,CUST12257,Toyota,RAV4,2024,SUV,Silver,24,32789.89,Finance,Eastside Dealers,Emily Davis,NY,1090.92
SALE20240339,2024-10-19,CUST10339,Ford,F-150,2024,Truck,Gray,15,42782.6,Finance,South Bay Autos,Lisa Taylor,PA,1934.59
SALE20242180,2024-10-19,CUST12180,Honda,CR-V,2024,SUV,Black,9,32267.39,Cash,North Point Cars,James Thomas,OH,1172.98
SALE20244915,2024-10-19,CUST14915,Nissan,Altima,2023,Sedan,Black,41,29043.95,Cash,Eastside Dealers,James Thomas,NY,984.75
SALE20240147,2024-10-19,CUST10147,Tesla,Model Y,2024,Electric,Black,37,51348.06,Lease,South Bay Autos,Sarah Johnson,NC,1880.6
SALE20241340,2024-10-19,CUST11340,Ford,Explorer,2023,SUV,Black,42,42019.46,Finance,Downtown Motors,Jennifer Martinez,MI,1629.67
SALE20241611,2024-10-19,CUST11611,Honda,CR-V,2024,SUV,Green,48,33510.79,Lease,North Point Cars,John Smith,NC,940.16
SALE20242727,2024-10-19,CUST12727,Chevrolet,Equinox,2023,SUV,Gray,34,33319.23,Lease,North Point Cars,Jennifer Martinez,OH,691.77
SALE20241955,2024-10-19,CUST11955,Chevrolet,Silverado,2024,Truck,Black,12,41245.02,Finance,South Bay Autos,Mary Jackson,NC,1333.39
SALE20240850,2024-10-19,CUST10850,Mazda,CX-5,2024,SUV,Silver,34,31527.82,Lease,North Point Cars,Robert Wilson,NC,789.51
SALE20241780,2024-10-20,CUST11780,Ford,F-150,2024,Truck,Green,12,47167.72,Cash,Eastside Dealers,Robert Wilson,IL,1528.36
SALE20242241,2024-10-20,CUST12241,Chevrolet,Equinox,2024,SUV,Blue,13,31779.33,Lease,North Point Cars,Lisa Taylor,OH,1467.68
SALE20240412,2024-10-20,CUST10412,Honda,CR-V,2024,SUV,Blue,45,31719.02,Finance,Westside Auto,David Anderson,MI,652.1
SALE20240660,2024-10-20,CUST10660,Tesla,Model 3,2023,Electric,Black,38,49991.43,Cash,South Bay Autos,Jennifer Martinez,IL,1712.61
SALE20241288,2024-10-20,CUST11288,Mazda,CX-5,2024,SUV,Green,16,34194.18,Finance,North Point Cars,Lisa Taylor,FL,782.22
SALE20244743,2024-10-20,CUST14743,Chevrolet,Equinox,2024,SUV,Gray,7,29810.4,Cash,Westside Auto,John Smith,OH,951.22
SALE20241293,2024-10-20,CUST11293,Honda,Civic,2024,Sedan,Silver,39,27078.9,Cash,South Bay Autos,Lisa Taylor,CA,1263.15
SALE20241928,2024-10-20,CUST11928,Mercedes,GLE,2024,Luxury,Gray,11,69460.68,Cash,Westside Auto,Sarah Johnson,FL,3368.34
SALE20241709,2024-10-20,CUST11709,Ford,Explorer,2023,SUV,Green,32,38120.98,Finance,South Bay Autos,Emily Davis,MI,919.62
SALE20243401,2024-10-20,CUST13401,BMW,X5,2023,Luxury,White,24,72954.43,Finance,Westside Auto,John Smith,IL,2912.98
SALE20243052,2024-10-20,CUST13052,Honda,Accord,2024,Sedan,White,40,31471.38,Finance,South Bay Autos,Emily Davis,NY,1315.88
SALE20244647,2024-10-20,CUST14647,Ford,Explorer,2024,SUV,Red,45,40698.43,Finance,South Bay Autos,Emily Davis,OH,1960.57
SALE20242165,2024-10-20,CUST12165,Ford,Escape,2024,SUV,White,19,31191.81,Finance,Westside Auto,Robert Wilson,NC,978.02
SALE20244796,2024-10-20,CUST14796,Hyundai,Tucson,2024,SUV,Black,17,33807.61,Finance,North Point Cars,Jennifer Martinez,IL,784.45
SALE20240800,2024-10-20,CUST10800,Tesla,Model 3,2024,Electric,Gray,26,51571.55,Cash,North Point Cars,David Anderson,NY,1912.55
SALE20241913,2024-10-20,CUST11913,Toyota,Corolla,2024,Sedan,Black,37,24395.49,Cash,Westside Auto,John Smith,TX,518.62
SALE20241724,2024-10-20,CUST11724,Chevrolet,Silverado,2023,Truck,Blue,29,44455.95,Lease,South Bay Autos,Robert Wilson,FL,2220.98
SALE20243425,2024-10-20,CUST13425,Honda,Civic,2024,Sedan,White,48,24161.42,Lease,Eastside Dealers,Sarah Johnson,TX,622.14
SALE20244283,2024-10-21,CUST14283,Chevrolet,Malibu,2024,Sedan,White,16,25871.28,Lease,Downtown Motors,Sarah Johnson,GA,1105.53
SALE20244309,2024-10-21,CUST14309,Chevrolet,Malibu,2024,Sedan,Black,33,26255.68,Finance,North Point Cars,John Smith,TX,1008.79
SALE20240445,2024-10-21,CUST10445,Hyundai,Sonata,2024,Sedan,Silver,33,28615.39,Finance,Eastside Dealers,James Thomas,GA,1336.02
SALE20240616,2024-10-21,CUST10616,Honda,CR-V,2024,SUV,Red,14,34259.87,Finance,Westside Auto,John Smith,PA,1068.48
SALE20243699,2024-10-21,CUST13699,Tesla,Model 3,2023,Electric,Gray,47,47230.3,Cash,Westside Auto,John Smith,PA,1711.95
SALE20243136,2024-10-21,CUST13136,Chevrolet,Silverado,2024,Truck,Brown,40,40039.53,Finance,Westside Auto,Emily Davis,NC,1860.46
SALE20242011,2024-10-21,CUST12011,Tesla,Model Y,2024,Electric,White,49,55381.38,Finance,North Point Cars,Robert Wilson,MI,2635.93
SALE20244839,2024-10-21,CUST14839,Mazda,CX-5,2023,SUV,Red,5,29527.62,Finance,South Bay Autos,Jennifer Martinez,FL,1193.0
SALE20240075,2024-10-21,CUST10075,Nissan,Altima,2024,Sedan,Blue,33,30784.25,Cash,South Bay Autos,Michael Brown,GA,1461.7
SALE20243946,2024-10-21,CUST13946,Chevrolet,Silverado,2024,Truck,Gray,36,40147.89,Finance,Downtown Motors,Lisa Taylor,PA,992.03
SALE20244216,2024-10-21,CUST14216,Hyundai,Sonata,2024,Sedan,Blue,50,27212.13,Finance,Westside Auto,John Smith,MI,1220.75
SALE20241079,2024-10-21,CUST11079,Hyundai,Sonata,2024,Sedan,Green,47,28080.64,Finance,South Bay Autos,James Thomas,CA,1003.42
SALE20244084,2024-10-21,CUST14084,Ford,F-150,2023,Truck,Green,32,46737.78,Finance,Westside Auto,Jennifer Martinez,PA,1556.62
SALE20242770,2024-10-21,CUST12770,BMW,X5,2024,Luxury,Brown,14,66848.66,Finance,Eastside Dealers,Jennifer Martinez,OH,2363.24
SALE20242279,2024-10-21,CUST12279,Mercedes,GLE,2023,Luxury,Black,44,67680.04,Finance,Eastside Dealers,James Thomas,OH,3158.11
SALE20243065,2024-10-22,CUST13065,BMW,X5,2024,Luxury,Red,26,64174.55,Lease,South Bay Autos,Michael Brown,PA,2713.35
SALE20242614,2024-10-22,CUST12614,Nissan,Altima,2024,Sedan,White,47,30996.41,Finance,Westside Auto,David Anderson,OH,1490.81
SALE20240994,2024-10-22,CUST10994,Toyota,Camry,2024,Sedan,White,38,28196.21,Finance,North Point Cars,David Anderson,CA,597.02
SALE20243776,2024-10-22,CUST13776,Hyundai,Tucson,2024,SUV,Green,27,31461.75,Finance,Downtown Motors,Robert Wilson,TX,1268.59
SALE20243094,2024-10-22,CUST13094,BMW,3 Series,2023,Luxury,Blue,47,46019.17,Finance,Westside Auto,Robert Wilson,GA,1633.01
SALE20244977,2024-10-22,CUST14977,Toyota,Corolla,2024,Sedan,Brown,13,22556.04,Cash,Eastside Dealers,Lisa Taylor,MI,532.84
SALE20240068,2024-10-22,CUST10068,Hyundai,Sonata,2024,Sedan,Silver,12,28813.19,Lease,Westside Auto,Robert Wilson,TX,1058.66
SALE20242182,2024-10-22,CUST12182,Hyundai,Tucson,2023,SUV,White,37,33313.25,Finance,North Point Cars,Mary Jackson,MI,1505.06
SALE20240952,2024-10-22,CUST10952,Chevrolet,Malibu,2024,Sedan,Black,21,26537.52,Finance,Westside Auto,Lisa Taylor,IL,1138.31
SALE20240556,2024-10-22,CUST10556,BMW,X5,2024,Luxury,Gray,7,72758.45,Finance,South Bay Autos,James Thomas,MI,2695.3
SALE20240933,2024-10-22,CUST10933,Mazda,CX-5,2024,SUV,Gray,6,33367.75,Finance,Downtown Motors,John Smith,NY,1030.13
SALE20243689,2024-10-22,CUST13689,Nissan,Rogue,2024,SUV,Brown,17,32096.93,Lease,North Point Cars,Lisa Taylor,FL,1264.81
SALE20240172,2024-10-22,CUST10172,Mazda,Mazda3,2024,Sedan,Silver,36,23794.76,Lease,North Point Cars,Lisa Taylor,GA,492.44
SALE20244060,2024-10-22,CUST14060,Hyundai,Tucson,2024,SUV,Gray,5,31852.0,Finance,Downtown Motors,Mary Jackson,GA,1144.39
SALE20240829,2024-10-22,CUST10829,BMW,3 Series,2024,Luxury,Gray,28,51459.53,Lease,Eastside Dealers,Lisa Taylor,TX,1643.99
SALE20241005,2024-10-22,CUST11005,Hyundai,Sonata,2024,Sedan,Brown,16,25715.94,Finance,Downtown Motors,Emily Davis,CA,720.12
SALE20241510,2024-10-22,CUST11510,Honda,Civic,2024,Sedan,Black,7,26709.34,Cash,Westside Auto,John Smith,NY,1120.12
SALE20243882,2024-10-22,CUST13882,Honda,CR-V,2024,SUV,Green,16,32381.03,Finance,Westside Auto,Mary Jackson,TX,859.95
SALE20241628,2024-10-22,CUST11628,Toyota,Corolla,2023,Sedan,Black,50,24975.8,Finance,North Point Cars,Michael Brown,CA,749.49
SALE20244327,2024-10-22,CUST14327,Mercedes,C-Class,2024,Luxury,Black,35,49862.0,Cash,North Point Cars,Jennifer Martinez,TX,2182.62
SALE20240037,2024-10-22,CUST10037,Ford,F-150,2024,Truck,Green,9,42039.67,Finance,Downtown Motors,James Thomas,NY,2037.5
SALE20244668,2024-10-23,CUST14668,Nissan,Altima,2023,Sedan,Red,11,29260.04,Lease,South Bay Autos,Lisa Taylor,GA,1202.19
SALE20243926,2024-10-23,CUST13926,Mercedes,C-Class,2024,Luxury,Gray,12,54674.12,Finance,Downtown Motors,John Smith,MI,2549.25
SALE20243210,2024-10-23,CUST13210,Chevrolet,Malibu,2024,Sedan,Red,36,29513.72,Lease,South Bay Autos,Michael Brown,TX,1098.33
SALE20243818,2024-10-23,CUST13818,Honda,CR-V,2024,SUV,Gray,48,31353.22,Finance,Downtown Motors,Robert Wilson,OH,959.99
SALE20244076,2024-10-23,CUST14076,Toyota,Camry,2024,Sedan,Brown,16,27391.95,Finance,Eastside Dealers,David Anderson,MI,1170.64
SALE20244298,2024-10-23,CUST14298,Honda,Civic,2024,Sedan,Brown,30,24671.44,Finance,North Point Cars,John Smith,IL,972.67
SALE20244892,2024-10-23,CUST14892,Chevrolet,Equinox,2024,SUV,Silver,42,27706.94,Cash,South Bay Autos,James Thomas,IL,1327.49
SALE20240746,2024-10-23,CUST10746,BMW,3 Series,2024,Luxury,Red,16,43511.83,Finance,North Point Cars,Lisa Taylor,CA,1411.88
SALE20244380,2024-10-23,CUST14380,Hyundai,Tucson,2024,SUV,Gray,29,32114.88,Finance,Westside Auto,Michael Brown,IL,1104.21
SALE20241384,2024-10-23,CUST11384,Mazda,CX-5,2024,SUV,Blue,14,31844.67,Finance,Downtown Motors,Lisa Taylor,TX,842.75
SALE20241090,2024-10-23,CUST11090,Mercedes,C-Class,2024,Luxury,Green,7,53703.03,Finance,Eastside Dealers,Jennifer Martinez,FL,2385.47
SALE20242596,2024-10-23,CUST12596,Toyota,RAV4,2024,SUV,White,15,35227.6,Finance,Eastside Dealers,John Smith,NY,1340.1
SALE20243279,2024-10-23,CUST13279,BMW,3 Series,2024,Luxury,Gray,20,47997.64,Finance,North Point Cars,John Smith,MI,2213.18
SALE20240167,2024-10-24,CUST10167,Honda,CR-V,2023,SUV,Red,46,32479.92,Cash,South Bay Autos,John Smith,TX,1400.88
SALE20244320,2024-10-24,CUST14320,Hyundai,Sonata,2024,Sedan,White,7,25827.0,Cash,Eastside Dealers,Lisa Taylor,TX,982.88
SALE20242944,2024-10-24,CUST12944,Honda,Civic,2024,Sedan,Silver,24,26370.32,Finance,North Point Cars,Jennifer Martinez,IL,1135.45
SALE20244239,2024-10-24,CUST14239,Toyota,Camry,2023,Sedan,Brown,21,26747.47,Cash,South Bay Autos,David Anderson,IL,583.08
SALE20241719,2024-10-24,CUST11719,Tesla,Model 3,2024,Electric,Brown,10,49018.31,Lease,Eastside Dealers,David Anderson,MI,1461.72
SALE20242766,2024-10-24,CUST12766,Tesla,Model Y,2024,Electric,Brown,26,57183.54,Lease,Eastside Dealers,Lisa Taylor,IL,1343.2
SALE20243970,2024-10-24,CUST13970,Tesla,Model Y,2023,Electric,Black,44,52152.28,Cash,Downtown Motors,David Anderson,CA,2102.54
SALE20240414,2024-10-25,CUST10414,Honda,Civic,2024,Sedan,Blue,9,25791.42,Finance,Westside Auto,Jennifer Martinez,GA,693.65
SALE20241635,2024-10-25,CUST11635,Mercedes,C-Class,2023,Luxury,Brown,50,49588.92,Finance,South Bay Autos,Robert Wilson,FL,1494.45
